case_id,crime_id,crime_type,crime_category,ipc_sections,bns_sections,severity,incident_date,incident_time,reported_date,state,district,police_station,case_status,description,synthetic_flag
CASE-000699,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-09-06,10:17,2023-09-07,Tamil Nadu,District-36,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000700,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-11-13,01:41,2023-11-13,Telangana,District-23,PS-10,Closed,Synthetic investigation scenario,true
CASE-000701,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-01-01,17:31,2023-01-01,Uttar Pradesh,District-04,PS-05,Closed,Synthetic investigation scenario,true
CASE-000702,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-03-30,02:45,2023-03-31,Telangana,District-25,PS-06,Under Investigation,Synthetic investigation scenario,true
CASE-000703,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-07-24,15:19,2023-07-25,West Bengal,District-29,PS-06,Charge-sheeted,Synthetic investigation scenario,true
CASE-000704,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-08-15,02:47,2023-08-15,Maharashtra,District-26,PS-20,Open,Synthetic investigation scenario,true
CASE-000705,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-08,05:04,2023-11-08,Uttar Pradesh,District-05,PS-15,Closed,Synthetic investigation scenario,true
CASE-000706,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-04-05,21:02,2023-04-06,Kerala,District-06,PS-15,Under Investigation,Synthetic investigation scenario,true
CASE-000707,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-02-12,13:07,2023-02-12,Uttar Pradesh,District-28,PS-18,Open,Synthetic investigation scenario,true
CASE-000708,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-05-12,15:33,2023-05-13,Karnataka,District-40,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000709,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-11-07,15:01,2023-11-09,Delhi,District-27,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000710,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-04-16,10:49,2023-04-18,Gujarat,District-25,PS-07,Open,Synthetic investigation scenario,true
CASE-000711,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-04-18,08:24,2023-04-19,Telangana,District-35,PS-04,Open,Synthetic investigation scenario,true
CASE-000712,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-08-31,11:41,2023-09-02,West Bengal,District-32,PS-09,Closed,Synthetic investigation scenario,true
CASE-000713,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-01-07,19:36,2023-01-09,Karnataka,District-22,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000714,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-10-25,06:07,2023-10-26,West Bengal,District-33,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000715,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-10-12,00:07,2023-10-12,Uttar Pradesh,District-25,PS-14,Charge-sheeted,Synthetic investigation scenario,true
CASE-000716,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-07-14,22:53,2023-07-16,Gujarat,District-15,PS-11,Closed,Synthetic investigation scenario,true
CASE-000717,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-04-11,14:39,2023-04-13,Gujarat,District-04,PS-19,Open,Synthetic investigation scenario,true
CASE-000718,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-08-09,20:06,2023-08-10,Gujarat,District-27,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000719,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-06-25,02:52,2023-06-26,Telangana,District-35,PS-05,Closed,Synthetic investigation scenario,true
CASE-000720,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-07-31,01:12,2023-08-01,West Bengal,District-28,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000721,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-09-08,04:52,2023-09-08,Gujarat,District-21,PS-22,Closed,Synthetic investigation scenario,true
CASE-000722,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-15,07:10,2023-11-16,Rajasthan,District-12,PS-25,Closed,Synthetic investigation scenario,true
CASE-000723,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-04-30,18:09,2023-05-02,West Bengal,District-35,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000724,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-11-30,16:49,2023-11-30,Kerala,District-24,PS-08,Open,Synthetic investigation scenario,true
CASE-000725,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-06-12,04:08,2023-06-13,Uttar Pradesh,District-01,PS-08,Open,Synthetic investigation scenario,true
CASE-000726,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-12-02,09:12,2023-12-03,West Bengal,District-30,PS-07,Charge-sheeted,Synthetic investigation scenario,true
CASE-000727,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-05-01,20:08,2023-05-03,Tamil Nadu,District-03,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000728,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-01-08,00:29,2023-01-09,Kerala,District-02,PS-07,Open,Synthetic investigation scenario,true
CASE-000729,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-12-12,18:53,2023-12-13,Delhi,District-13,PS-11,Charge-sheeted,Synthetic investigation scenario,true
CASE-000730,THEFT,THEFT,Property Crime,,,MEDIUM,2023-06-11,05:18,2023-06-12,Karnataka,District-16,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000731,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-03-18,13:13,2023-03-20,Delhi,District-28,PS-16,Closed,Synthetic investigation scenario,true
CASE-000732,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-07-03,12:17,2023-07-04,Karnataka,District-35,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000733,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-06-01,00:26,2023-06-02,Delhi,District-28,PS-09,Closed,Synthetic investigation scenario,true
CASE-000734,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-03-25,14:53,2023-03-26,Delhi,District-18,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000735,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-10-26,23:49,2023-10-28,Gujarat,District-09,PS-24,Charge-sheeted,Synthetic investigation scenario,true
CASE-000736,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-09-17,22:40,2023-09-18,Gujarat,District-37,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000737,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-08-05,01:15,2023-08-06,Delhi,District-17,PS-25,Charge-sheeted,Synthetic investigation scenario,true
CASE-000738,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-11,05:54,2023-05-11,Kerala,District-13,PS-22,Under Investigation,Synthetic investigation scenario,true
CASE-000739,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-02-22,04:31,2023-02-23,Maharashtra,District-10,PS-01,Open,Synthetic investigation scenario,true
CASE-000740,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-02-02,07:18,2023-02-03,Uttar Pradesh,District-05,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000741,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-03-25,12:18,2023-03-25,Maharashtra,District-04,PS-25,Charge-sheeted,Synthetic investigation scenario,true
CASE-000742,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-04-26,21:52,2023-04-28,Telangana,District-01,PS-11,Open,Synthetic investigation scenario,true
CASE-000743,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-06-12,10:47,2023-06-13,Karnataka,District-26,PS-16,Open,Synthetic investigation scenario,true
CASE-000744,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-04-19,17:30,2023-04-20,West Bengal,District-21,PS-18,Under Investigation,Synthetic investigation scenario,true
CASE-000745,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-12-15,23:45,2023-12-17,Uttar Pradesh,District-04,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000746,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-01-09,17:59,2023-01-10,Uttar Pradesh,District-25,PS-16,Charge-sheeted,Synthetic investigation scenario,true
CASE-000747,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-07-19,12:39,2023-07-20,West Bengal,District-14,PS-18,Open,Synthetic investigation scenario,true
CASE-000748,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-11-13,11:48,2023-11-13,Tamil Nadu,District-34,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000749,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-05-11,04:03,2023-05-13,Delhi,District-31,PS-22,Under Investigation,Synthetic investigation scenario,true
CASE-000750,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-01-27,15:23,2023-01-29,Uttar Pradesh,District-18,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000751,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-12-23,07:05,2023-12-23,Rajasthan,District-32,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000752,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-01-06,15:33,2023-01-07,Telangana,District-33,PS-21,Closed,Synthetic investigation scenario,true
CASE-000753,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-11-30,13:20,2023-12-02,West Bengal,District-26,PS-12,Closed,Synthetic investigation scenario,true
CASE-000754,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-11-18,15:27,2023-11-19,Delhi,District-14,PS-07,Under Investigation,Synthetic investigation scenario,true
CASE-000755,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-06-22,15:23,2023-06-23,Karnataka,District-19,PS-07,Closed,Synthetic investigation scenario,true
CASE-000756,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-03-13,08:09,2023-03-15,Gujarat,District-07,PS-14,Closed,Synthetic investigation scenario,true
CASE-000757,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-27,14:39,2023-05-29,Rajasthan,District-20,PS-14,Closed,Synthetic investigation scenario,true
CASE-000758,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-03-08,12:05,2023-03-09,Telangana,District-31,PS-15,Closed,Synthetic investigation scenario,true
CASE-000759,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-12-31,01:25,2023-12-31,Telangana,District-25,PS-21,Closed,Synthetic investigation scenario,true
CASE-000760,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-02-05,01:57,2023-02-05,Karnataka,District-31,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000761,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-07-01,15:52,2023-07-03,Karnataka,District-35,PS-25,Open,Synthetic investigation scenario,true
CASE-000762,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-12-11,01:11,2023-12-11,Gujarat,District-13,PS-24,Under Investigation,Synthetic investigation scenario,true
CASE-000763,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-31,12:28,2023-06-02,Kerala,District-18,PS-04,Charge-sheeted,Synthetic investigation scenario,true
CASE-000764,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-05-10,18:31,2023-05-10,Delhi,District-02,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000765,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-10-12,12:56,2023-10-13,Rajasthan,District-01,PS-22,Open,Synthetic investigation scenario,true
CASE-000766,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-11-04,03:10,2023-11-05,Uttar Pradesh,District-05,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000767,THEFT,THEFT,Property Crime,,,MEDIUM,2023-04-14,13:12,2023-04-15,Karnataka,District-21,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000768,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-11,16:06,2023-08-12,Rajasthan,District-09,PS-16,Charge-sheeted,Synthetic investigation scenario,true
CASE-000769,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-08-24,21:38,2023-08-25,Delhi,District-13,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000770,THEFT,THEFT,Property Crime,,,MEDIUM,2023-09-27,02:56,2023-09-27,Kerala,District-15,PS-06,Closed,Synthetic investigation scenario,true
CASE-000771,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-06-21,16:39,2023-06-22,Karnataka,District-23,PS-19,Closed,Synthetic investigation scenario,true
CASE-000772,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-01-01,15:54,2023-01-03,Maharashtra,District-10,PS-02,Closed,Synthetic investigation scenario,true
CASE-000773,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-10-08,16:32,2023-10-09,Karnataka,District-07,PS-12,Closed,Synthetic investigation scenario,true
CASE-000774,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-06-02,08:21,2023-06-02,Tamil Nadu,District-08,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000775,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-10-05,14:03,2023-10-07,West Bengal,District-11,PS-10,Charge-sheeted,Synthetic investigation scenario,true
CASE-000776,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-04-06,17:09,2023-04-07,Tamil Nadu,District-05,PS-25,Charge-sheeted,Synthetic investigation scenario,true
CASE-000777,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-04-27,05:33,2023-04-27,Rajasthan,District-36,PS-18,Closed,Synthetic investigation scenario,true
CASE-000778,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-05-06,22:07,2023-05-07,Delhi,District-12,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000779,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-12-13,12:16,2023-12-14,Kerala,District-15,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000780,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-02-01,04:09,2023-02-02,Gujarat,District-07,PS-16,Closed,Synthetic investigation scenario,true
CASE-000781,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-08-20,14:45,2023-08-20,Karnataka,District-27,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000782,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-05-12,05:01,2023-05-14,Tamil Nadu,District-31,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000783,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-09-06,05:29,2023-09-06,West Bengal,District-30,PS-20,Under Investigation,Synthetic investigation scenario,true
CASE-000784,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-03-02,03:32,2023-03-02,West Bengal,District-09,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000785,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-09-30,20:11,2023-10-02,Rajasthan,District-27,PS-11,Open,Synthetic investigation scenario,true
CASE-000786,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-19,13:53,2023-07-19,Rajasthan,District-08,PS-06,Open,Synthetic investigation scenario,true
CASE-000787,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-07-08,13:49,2023-07-08,Uttar Pradesh,District-13,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000788,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-29,10:40,2023-11-30,Delhi,District-02,PS-15,Closed,Synthetic investigation scenario,true
CASE-000789,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-02-16,23:43,2023-02-17,Gujarat,District-02,PS-16,Charge-sheeted,Synthetic investigation scenario,true
CASE-000790,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-09-06,04:43,2023-09-06,Kerala,District-28,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000791,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-01-22,02:30,2023-01-22,Rajasthan,District-33,PS-25,Closed,Synthetic investigation scenario,true
CASE-000792,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-02-19,04:12,2023-02-20,West Bengal,District-06,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000793,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-03-21,12:42,2023-03-21,Rajasthan,District-10,PS-06,Under Investigation,Synthetic investigation scenario,true
CASE-000794,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-01,10:30,2023-05-02,Kerala,District-33,PS-23,Open,Synthetic investigation scenario,true
CASE-000795,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-04-09,09:26,2023-04-11,Tamil Nadu,District-39,PS-10,Closed,Synthetic investigation scenario,true
CASE-000796,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-11-21,02:29,2023-11-23,Maharashtra,District-04,PS-09,Open,Synthetic investigation scenario,true
CASE-000797,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-11-09,19:21,2023-11-10,Delhi,District-10,PS-20,Closed,Synthetic investigation scenario,true
CASE-000798,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-02-24,03:44,2023-02-24,Kerala,District-31,PS-19,Closed,Synthetic investigation scenario,true
CASE-000799,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-02-10,18:33,2023-02-12,West Bengal,District-18,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000800,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-08-19,02:49,2023-08-20,Maharashtra,District-35,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000801,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-05-17,00:46,2023-05-18,Maharashtra,District-10,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000802,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-03-10,08:04,2023-03-11,Karnataka,District-07,PS-20,Closed,Synthetic investigation scenario,true
CASE-000803,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-12-01,07:49,2023-12-02,Gujarat,District-31,PS-03,Closed,Synthetic investigation scenario,true
CASE-000804,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-11-04,22:35,2023-11-06,Kerala,District-01,PS-11,Open,Synthetic investigation scenario,true
CASE-000805,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-12-17,03:28,2023-12-18,Kerala,District-07,PS-19,Closed,Synthetic investigation scenario,true
CASE-000806,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-01-10,23:27,2023-01-12,Gujarat,District-29,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000807,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-01-30,01:44,2023-01-30,Maharashtra,District-38,PS-18,Charge-sheeted,Synthetic investigation scenario,true
CASE-000808,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-10-29,18:51,2023-10-31,Tamil Nadu,District-03,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000809,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-04-26,06:54,2023-04-27,Rajasthan,District-01,PS-14,Under Investigation,Synthetic investigation scenario,true
CASE-000810,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-08-02,17:47,2023-08-03,Maharashtra,District-30,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000811,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-05-10,08:41,2023-05-11,Tamil Nadu,District-17,PS-10,Under Investigation,Synthetic investigation scenario,true
CASE-000812,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-08-03,18:56,2023-08-03,Maharashtra,District-15,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000813,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-08-21,21:45,2023-08-23,Kerala,District-35,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000814,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-04-02,20:38,2023-04-04,Telangana,District-19,PS-22,Closed,Synthetic investigation scenario,true
CASE-000815,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-03-17,18:28,2023-03-18,Telangana,District-11,PS-19,Under Investigation,Synthetic investigation scenario,true
CASE-000816,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-11-08,13:42,2023-11-08,Maharashtra,District-37,PS-11,Open,Synthetic investigation scenario,true
CASE-000817,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-11-29,22:19,2023-12-01,Kerala,District-30,PS-14,Charge-sheeted,Synthetic investigation scenario,true
CASE-000818,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-08-07,14:09,2023-08-09,Rajasthan,District-21,PS-25,Open,Synthetic investigation scenario,true
CASE-000819,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-06-29,22:55,2023-07-01,Uttar Pradesh,District-23,PS-23,Charge-sheeted,Synthetic investigation scenario,true
CASE-000820,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-01-29,23:37,2023-01-31,Tamil Nadu,District-33,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000821,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-10-16,11:29,2023-10-16,Gujarat,District-13,PS-21,Closed,Synthetic investigation scenario,true
CASE-000822,THEFT,THEFT,Property Crime,,,MEDIUM,2023-07-06,20:18,2023-07-07,Gujarat,District-21,PS-16,Open,Synthetic investigation scenario,true
CASE-000823,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-04-29,23:56,2023-05-01,West Bengal,District-05,PS-03,Open,Synthetic investigation scenario,true
CASE-000824,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-07-29,17:56,2023-07-31,Tamil Nadu,District-23,PS-15,Closed,Synthetic investigation scenario,true
CASE-000825,THEFT,THEFT,Property Crime,,,MEDIUM,2023-12-14,03:15,2023-12-15,Gujarat,District-28,PS-06,Closed,Synthetic investigation scenario,true
CASE-000826,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-06-05,17:04,2023-06-06,West Bengal,District-18,PS-16,Open,Synthetic investigation scenario,true
CASE-000827,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-04-08,12:36,2023-04-10,Gujarat,District-16,PS-11,Open,Synthetic investigation scenario,true
CASE-000828,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-08-23,19:36,2023-08-25,Maharashtra,District-34,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000829,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-10,21:27,2023-08-11,West Bengal,District-30,PS-02,Open,Synthetic investigation scenario,true
CASE-000830,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-10-14,12:19,2023-10-15,Karnataka,District-38,PS-02,Open,Synthetic investigation scenario,true
CASE-000831,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-01-24,07:56,2023-01-25,Gujarat,District-13,PS-14,Closed,Synthetic investigation scenario,true
CASE-000832,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-01-13,07:04,2023-01-15,Kerala,District-33,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000833,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-06-30,20:14,2023-07-01,Gujarat,District-06,PS-23,Charge-sheeted,Synthetic investigation scenario,true
CASE-000834,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-01-17,16:00,2023-01-17,Rajasthan,District-33,PS-22,Open,Synthetic investigation scenario,true
CASE-000835,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-10-23,09:03,2023-10-24,Karnataka,District-40,PS-14,Charge-sheeted,Synthetic investigation scenario,true
CASE-000836,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-08-31,00:44,2023-08-31,West Bengal,District-04,PS-09,Closed,Synthetic investigation scenario,true
CASE-000837,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-09-13,06:56,2023-09-14,Kerala,District-39,PS-09,Under Investigation,Synthetic investigation scenario,true
