case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0247,CASE-2025-0063,Payment Fraud Ring Operating from Bengaluru,Payment Fraud,Under Investigation,"record of a payment fraud case based in Bengaluru, Karnataka, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-06-28,2025-06-24,L0436,Low
C0248,CASE-2025-0064,Investigation into Vehicle Theft Activities in Kochi,Vehicle Theft,Closed,"This case tracks a suspected vehicle theft matter reported in Kochi, Kerala. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-05-03,2025-04-30,L0156,Low
C0249,CASE-2025-0065,Insurance Fraud Investigation - Bhopal Sector,Insurance Fraud,Under Investigation,"Case file documenting a insurance fraud investigation originating in Bhopal, Madhya Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-08-18,2025-08-17,L0005,Critical
C0250,CASE-2025-0066,Investigation into Major Cybercrime Activities in Lucknow,Major Cybercrime,Pending Review,"investigation into suspected major cybercrime activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-06-01,2025-06-01,L0550,High
C0251,CASE-2025-0067,Investigation into Procurement Fraud Activities in Chennai,Procurement Fraud,Open,"This case tracks a suspected procurement fraud matter reported in Chennai, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-03-31,2025-03-27,L0080,High
C0252,CASE-2025-0068,Ahmedabad-based Property Fraud Inquiry,Property Fraud,Open,"A demonstration investigation record covering a property fraud incident in Ahmedabad, Gujarat, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-09-07,2025-09-02,L0234,Low
C0253,CASE-2025-0069,Kochi Logistics Fraud Case,Logistics Fraud,Pending Review,"Case file documenting a logistics fraud investigation originating in Kochi, Kerala, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-08-21,2025-08-21,L0131,High
C0254,CASE-2025-0070,Kolkata-based Property Fraud Inquiry,Property Fraud,Open,"A demonstration investigation record covering a property fraud incident in Kolkata, West Bengal, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-01-07,2025-01-02,L0320,Medium
C0255,CASE-2025-0071,Major Cybercrime Investigation - Ahmedabad Sector,Major Cybercrime,Under Investigation,"record of a major cybercrime case based in Ahmedabad, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-03-15,2025-03-13,L0389,High
C0256,CASE-2025-0072,Unauthorized Access Investigation - Pune Sector,Unauthorized Access,Closed,"Case file documenting a unauthorized access investigation originating in Pune, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-06-17,2025-06-12,L0243,High
C0257,CASE-2025-0073,Logistics Fraud Case Linked to Coimbatore Region,Logistics Fraud,Closed,"investigation into suspected logistics fraud activity centered around Coimbatore, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-02-13,2025-02-11,L0511,Medium
C0258,CASE-2025-0074,Hyderabad-based Unauthorized Access Inquiry,Unauthorized Access,Under Investigation,"Case file documenting a unauthorized access investigation originating in Hyderabad, Telangana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-05-24,2025-05-22,L0574,Medium
C0259,CASE-2025-0075,Organized Cybercrime Case Linked to Hyderabad Region,Organized Cybercrime,Closed,"Case file documenting a organized cybercrime investigation originating in Hyderabad, Telangana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-08-21,2025-08-19,L0184,Critical
C0260,CASE-2025-0076,Online Fraud Case Linked to Nashik Region,Online Fraud,Pending Review,"investigation into suspected online fraud activity centered around Nashik, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-01-19,2025-01-17,L0519,High
C0261,CASE-2025-0077,Unauthorized Access Ring Operating from Gurugram,Unauthorized Access,Pending Review,"investigation into suspected unauthorized access activity centered around Gurugram, Haryana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-07-02,2025-06-30,L0180,Medium
C0262,CASE-2025-0078,Major Organized Crime Investigation - Nashik Sector,Major Organized Crime,Under Investigation,"investigation into suspected major organized crime activity centered around Nashik, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-03-27,2025-03-24,L0132,High
C0263,CASE-2025-0079,Online Fraud Case Linked to Nagpur Region,Online Fraud,Under Investigation,"investigation into suspected online fraud activity centered around Nagpur, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-06-04,2025-06-01,L0222,Critical
C0264,CASE-2025-0080,Gurugram-based Money Laundering Investigation Inquiry,Money Laundering Investigation,Closed,"investigation into suspected money laundering investigation activity centered around Gurugram, Haryana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-05-19,2025-05-16,L0264,High
C0265,CASE-2025-0081,Vehicle Theft Network Probe - Nashik,Vehicle Theft,Closed,"A demonstration investigation record covering a vehicle theft incident in Nashik, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-01-24,2025-01-23,L0526,Medium
C0266,CASE-2025-0082,Noida Payment Fraud Case,Payment Fraud,Pending Review,"A demonstration investigation record covering a payment fraud incident in Noida, Uttar Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-07-19,2025-07-16,L0172,Low
C0267,CASE-2025-0083,Individual Cyber Fraud Investigation - Chennai Sector,Individual Cyber Fraud,Closed,"This case tracks a suspected individual cyber fraud matter reported in Chennai, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-05-13,2025-05-11,L0290,High
C0268,CASE-2025-0084,Financial Crime Investigation Network Probe - Kolkata,Financial Crime Investigation,Under Investigation,"This case tracks a suspected financial crime investigation matter reported in Kolkata, West Bengal. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2025-06-24,2025-06-20,L0062,Critical
C0269,CASE-2025-0085,Data Theft Network Probe - Thane,Data Theft,Open,"record of a data theft case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-06-16,2025-06-15,L0155,Low
C0270,CASE-2025-0086,Identity Fraud Investigation - Delhi Sector,Identity Fraud,Under Investigation,"A demonstration investigation record covering a identity fraud incident in Delhi, Delhi, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-01-15,2025-01-14,L0281,Medium
C0271,CASE-2025-0087,Property Fraud Investigation - Jaipur Sector,Property Fraud,Under Investigation,"investigation into suspected property fraud activity centered around Jaipur, Rajasthan, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2025-04-09,2025-04-05,L0357,High
C0272,CASE-2025-0088,Thane-based Procurement Fraud Inquiry,Procurement Fraud,Under Investigation,"record of a procurement fraud case based in Thane, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-04-17,2025-04-15,L0534,Low
C0273,CASE-2025-0089,Ahmedabad-based Kidnapping Inquiry,Kidnapping,Under Investigation,"Case file documenting a kidnapping investigation originating in Ahmedabad, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2025-05-03,2025-05-01,L0389,High
C0274,CASE-2025-0090,Major Cybercrime Investigation - Nagpur Sector,Major Cybercrime,Under Investigation,"A demonstration investigation record covering a major cybercrime incident in Nagpur, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2025-05-06,2025-05-06,L0001,Critical
C0275,CASE-2025-0091,Theft Investigation - Coimbatore Sector,Theft,Closed,"record of a theft case based in Coimbatore, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2025-08-17,2025-08-14,L0580,Low
